Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
HY,"Hyster-Yale Materials Handling, Inc.",42.61,$715.72M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/hy
IAA,"IAA, Inc.",48.12,$6.45B,2019,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/iaa
IAG,Iamgold Corporation,4.28,$2.03B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/iag
IBN,ICICI Bank Limited,10.05,$32.54B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ibn
ICL,ICL Group Ltd.,3.69,$4.73B,2014,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/icl
IDA,"IDACORP, Inc.",88.8,$4.48B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ida
IEX,IDEX Corporation,176.28,$13.31B,1989,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/iex
IDT,IDT Corporation,7.07,$187.7M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/idt
INFO,IHS Markit Ltd.,81.83,$32.47B,1996,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/info
ITW,Illinois Tool Works Inc.,193.74,$61.25B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/itw
IMAX,Imax Corporation,13.24,$779.27M,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/imax
ICD,"Independence Contract Drilling, Inc.",2.86,$14.81M,2014,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/icd
IHC,Independence Holding Company,35.37,$518.82M,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/ihc
IRT,"Independence Realty Trust, Inc.",11.63,$1.1B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/irt
IFN,"India Fund, Inc. (The)",16.48,$443.39M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ifn
IBA,"Industrias Bachoco, S.A. de C.V.",37.06,$1.85B,1997,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/iba
INFY,Infosys Limited,12.82,$54.37B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/infy
ING,"ING Group, N.V.",7.88,$30.73B,1997,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ing
IR,Ingersoll Rand Inc.,34.63,$14.44B,2017,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ir
NGVT,Ingevity Corporation,58.56,$2.42B,2016,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ngvt
INGR,Ingredion Incorporated,77.8,$5.21B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/ingr
IIPR,"Innovative Industrial Properties, Inc.",121.61,$2.64B,2016,Finance,Real Estate,https://old.nasdaq.com/symbol/iipr
IIPR^A,"Innovative Industrial Properties, Inc.",29.81,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iipr^a
IPHI,Inphi Corporation,113.36,$5.89B,2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/iphi
INSI,Insight Select Income Fund,20.75,$222.23M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/insi
NSP,"Insperity, Inc.",69.89,$2.71B,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/nsp
INSP,"Inspire Medical Systems, Inc.",112.52,$3.02B,1998,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/insp
IBP,"Installed Building Products, Inc.",87.25,$2.6B,2014,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/ibp
ITGR,Integer Holdings Corporation,69.5,$2.28B,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/itgr
ICE,Intercontinental Exchange Inc.,103.75,$56.34B,2005,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ice
IHG,Intercontinental Hotels Group,52.99,$9.68B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/ihg
IFS,Intercorp Financial Services Inc.,25.56,$2.95B,2019,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ifs
IBM,International Business Machines Corporation,123.15,$109.67B,n/a,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/ibm
IFF,"International Flavors & Fragrances, Inc.",120.69,$12.91B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/iff
IFFT,"International Flavors & Fragrances, Inc.",44.65,n/a,2018,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ifft
IGT,International Game Technology,10.49,$2.15B,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/igt
IP,International Paper Company,35.68,$14.03B,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/ip
INSW,"International Seaways, Inc.",17.99,$503.43M,2016,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/insw
INSW^A,"International Seaways, Inc.",25.4666,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/insw^a
IPV,InterPrivate Acquisition Corp.,9.95,$309M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/ipv
IPV.U,InterPrivate Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/ipv.u
IPV.WS,InterPrivate Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ipv.ws
IPG,"Interpublic Group of Companies, Inc. (The)",17.8,$6.94B,n/a,Technology,Advertising,https://old.nasdaq.com/symbol/ipg
IPI,"Intrepid Potash, Inc",11.6,$154.22M,2008,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/ipi
IVC,Invacare Corporation,7.14,$245.76M,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ivc
VBF,Invesco Bond Fund,20.74,$236.16M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vbf
VCV,Invesco California Value Municipal Income Trust,12.5,$598.32M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vcv
VTA,Invesco Credit Opportunities Fund,9.12,$574.38M,2007,n/a,n/a,https://old.nasdaq.com/symbol/vta
IHIT,Invesco High Income 2023 Target Term Fund,7.85,$188.64M,2016,n/a,n/a,https://old.nasdaq.com/symbol/ihit
IHTA,Invesco High Income 2024 Target Term Fund,7.8894,$69.25M,2017,n/a,n/a,https://old.nasdaq.com/symbol/ihta
VLT,Invesco High Income Trust II,12.66,$82.22M,1989,n/a,n/a,https://old.nasdaq.com/symbol/vlt
IVR,INVESCO MORTGAGE CAPITAL INC,3,$543.98M,2009,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ivr
IVR^B,INVESCO MORTGAGE CAPITAL INC,20.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ivr^b
IVR^C,INVESCO MORTGAGE CAPITAL INC,20.97,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ivr^c
IVR^A,Invesco Mortgage Capital Inc.,21.35,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ivr^a
OIA,Invesco Municipal Income Opportunities Trust,7.45,$354.28M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/oia
VMO,Invesco Municipal Opportunity Trust,12.57,$847.4M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vmo
VKQ,Invesco Municipal Trust,12.56,$694.82M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vkq
VPV,Invesco Pennsylvania Value Municipal Income Trust,12.87,$306.69M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vpv
IVZ,Invesco Plc,10.02,$4.6B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/ivz
IQI,Invesco Quality Municipal Income Trust,12.61,$666.86M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iqi
VVR,Invesco Senior Income Trust,3.65,$558.56M,1998,n/a,n/a,https://old.nasdaq.com/symbol/vvr
VTN,Invesco Trust  for Investment Grade New York Municipal,12.54,$244.25M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vtn
VGM,Invesco Trust for Investment Grade Municipals,12.76,$691.91M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vgm
IIM,Invesco Value Municipal Income Trust,15.17,$713.85M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iim
IRET,Investors Real Estate Trust,68.71,$881.32M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/iret
IRET^C,Investors Real Estate Trust,25.7,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iret^c
NVTA,Invitae Corporation,33.74,$4.45B,2015,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/nvta
INVH,Invitation Homes Inc.,28.75,$16.12B,2017,Finance,Real Estate,https://old.nasdaq.com/symbol/invh
IO,Ion Geophysical Corporation,2.11,$31.66M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/io
IQV,"IQVIA Holdings, Inc.",157.96,$30.21B,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/iqv
IRM,Iron Mountain Incorporated,30.1,$8.67B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/irm
IRS,IRSA Inversiones Y Representaciones S.A.,3.5,$202.54M,n/a,Consumer Services,Homebuilding,https://old.nasdaq.com/symbol/irs
STAR          ,iStar Inc.,12.59,$946.05M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/star
STAR^D,iStar Inc.,25.1725,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/star^d
STAR^G,iStar Inc.,24.88,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/star^g
STAR^I,iStar Inc.,24.59,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/star^i
ITCB,Ita? CorpBanca,4.32,$1.48B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/itcb
ITUB,Itau Unibanco Banco Holding SA,4.31,$42.08B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/itub
ITT,ITT Inc.,61.19,$5.29B,2011,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/itt
IVH,Ivy High Income Opportunities Fund,12.09,$200.33M,2013,n/a,n/a,https://old.nasdaq.com/symbol/ivh
JPM,J P Morgan Chase & Co,97.37,$296.75B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/jpm
JPM^C,J P Morgan Chase & Co,28.07,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jpm^c
JPM^D,J P Morgan Chase & Co,27.55,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jpm^d
JPM^G,J P Morgan Chase & Co,25.68,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jpm^g
JPM^H,J P Morgan Chase & Co,25.95,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/jpm^h
JPM^J,J P Morgan Chase & Co,26.92,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/jpm^j
JAX,"J. Alexander&#39;s Holdings, Inc.",4.05,$60.8M,2015,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/jax
JILL,"J. Jill, Inc.",0.378,$16.94M,2017,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/jill
SJM,J.M. Smucker Company (The),111.9,$12.77B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/sjm
JBL,Jabil Inc.,33.79,$5.09B,1993,Technology,Electrical Products,https://old.nasdaq.com/symbol/jbl
J,Jacobs Engineering Group Inc.,89.03,$11.59B,n/a,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/j
JHX,James Hardie Industries plc.,22.9,$10.15B,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/jhx
JHG,Janus Henderson Group plc,20.23,$3.72B,2017,Finance,Investment Managers,https://old.nasdaq.com/symbol/jhg
JOF,Japan Smaller Capitalization Fund Inc,8.07,$228.65M,1990,n/a,n/a,https://old.nasdaq.com/symbol/jof
JWS,Jaws Acquisition Corp.,10.09,$870.26M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/jws
JWS.U,Jaws Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/jws.u
JWS.WS,Jaws Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jws.ws
JBGS,JBG SMITH Properties,27.24,$3.64B,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/jbgs
JEF,Jefferies Financial Group Inc.,17.46,$4.66B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/jef
JELD,"JELD-WEN Holding, Inc.",21.67,$2.18B,2017,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/jeld
JCAP,"Jernigan Capital, Inc.",17.22,$400.59M,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/jcap
JCAP^B,"Jernigan Capital, Inc.",25.2071,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jcap^b
JT,Jianpu Technology Inc.,0.6199,$104.81M,2017,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/jt
JKS,JinkoSolar Holding Company Limited,21.36,$948.96M,2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/jks
JMP,JMP Group LLC,2.56,$50.24M,2007,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/jmp
JBT,John Bean Technologies Corporation,99.81,$3.17B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/jbt
BTO,John Hancock Financial Opportunities Fund,22.65,$423.36M,1994,n/a,n/a,https://old.nasdaq.com/symbol/bto
HEQ,John Hancock Hedged Equity & Income Fund,11.32,$138.37M,2011,n/a,n/a,https://old.nasdaq.com/symbol/heq
JHS,John Hancock Income Securities Trust,15.29,$178.08M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jhs
JHI,John Hancock Investors Trust,16.42,$142.97M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jhi
HPF,John Hancock Pfd Income Fund II,18.525,$395.48M,2002,n/a,n/a,https://old.nasdaq.com/symbol/hpf
HPI,John Hancock Preferred Income Fund,20.39,$532.57M,2002,n/a,n/a,https://old.nasdaq.com/symbol/hpi
HPS,John Hancock Preferred Income Fund III,16.59,$525.31M,2003,n/a,n/a,https://old.nasdaq.com/symbol/hps
PDT,John Hancock Premium Dividend Fund,13.36,$649.89M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pdt
HTD,John Hancock Tax Advantaged Dividend Income Fund,19.7,$697.4M,2004,n/a,n/a,https://old.nasdaq.com/symbol/htd
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,5.41,$59.04M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hty
JW.A,"John Wiley & Sons, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jw.a
JW.B,"John Wiley & Sons, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jw.b
JNJ,Johnson & Johnson,151.42,$398.66B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/jnj
JCI,Johnson Controls International plc,40.11,$29.84B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/jci
JLL,Jones Lang LaSalle Incorporated,94.43,$4.89B,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/jll
JMIA,Jumia Technologies AG,10.88,$853.08M,2019,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/jmia
JIH,"Juniper Industrial Holdings, Inc.",9.98,$430.39M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/jih
JIH.U,"Juniper Industrial Holdings, Inc.",n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/jih.u
JIH.WS,"Juniper Industrial Holdings, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jih.ws
JNPR,"Juniper Networks, Inc.",23.69,$7.86B,1999,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/jnpr
JP,Jupai Holdings Limited,1.76,$59.34M,2015,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/jp
JE,"Just Energy Group, Inc.",0.293,$44.43M,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/je
JE^A,"Just Energy Group, Inc.",1.11,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/je^a
LRN,K12 Inc,42.93,$1.77B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/lrn
KAI,Kadant Inc,116.69,$1.34B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/kai
KDMN,"Kadmon Holdings, Inc.",4.42,$756.43M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/kdmn
KAMN,Kaman Corporation,47.22,$1.31B,n/a,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/kamn
KSU,Kansas City Southern,180.82,$17.06B,n/a,Transportation,Railroads,https://old.nasdaq.com/symbol/ksu
KSU^,Kansas City Southern,29.4,n/a,n/a,Transportation,Railroads,https://old.nasdaq.com/symbol/ksu^
KAR,"KAR Auction Services, Inc",17.6,$2.27B,2009,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/kar
KMF,"Kayne Anderson Midstream Energy Fund, Inc",4.75,$224.19M,2010,n/a,n/a,https://old.nasdaq.com/symbol/kmf
KYN,Kayne Anderson MLP/Midstream Investment Company,5.09,$643.62M,2004,n/a,n/a,https://old.nasdaq.com/symbol/kyn
KB,KB Financial Group Inc,31.03,$12.09B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/kb
KBH,KB Home,37.14,$3.63B,1986,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/kbh
KBR,"KBR, Inc.",24.21,$3.45B,2006,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/kbr
BEKE,KE Holdings Inc,40.75,$45.94B,2020,Finance,Real Estate,https://old.nasdaq.com/symbol/beke
K,Kellogg Company,68.74,$23.57B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/k
KMPR,Kemper Corporation,78.89,$5.15B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/kmpr
KMT,Kennametal Inc.,29.09,$2.41B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/kmt
KW,Kennedy-Wilson Holdings Inc.,14.18,$2.03B,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/kw
KEN,Kenon Holdings Ltd.,20.142,$1.09B,2015,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ken
KCAC,Kensington Capital Acquisition Corp.,9.88,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/kcac
KCAC.U,Kensington Capital Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/kcac.u
KCAC.WS,Kensington Capital Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kcac.ws
KDP,Keurig Dr Pepper Inc.,29.19,$41.08B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/kdp
KEY,KeyCorp,11.99,$11.7B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/key
KEY^I,KeyCorp,30.09,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/key^i
KEY^J,KeyCorp,27.09,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/key^j
KEY^K,KeyCorp,27.88,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/key^k
KEYS,Keysight Technologies Inc.,102.82,$19.23B,2014,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/keys
KRC,Kilroy Realty Corporation,56.6,$6.52B,1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/krc
KRP,Kimbell Royalty Partners,8.61,$517.31M,2017,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/krp
KMB,Kimberly-Clark Corporation,157.57,$53.74B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/kmb
KIM,Kimco Realty Corporation,11.55,$5B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/kim
KIM^L,Kimco Realty Corporation,25.93,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kim^l
KIM^M,Kimco Realty Corporation,26.15,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kim^m
KMI,"Kinder Morgan, Inc.",14.06,$31.83B,2011,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/kmi
KFS,"Kingsway Financial Services, Inc.",2.72,$61.77M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/kfs
KGC,Kinross Gold Corporation,8.92,$11.22B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/kgc
KEX,Kirby Corporation,44.3,$2.66B,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/kex
KL,Kirkland Lake Gold Ltd.,53.94,$14.88B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/kl
KRG,Kite Realty Group Trust,11.14,$938.16M,2004,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/krg
KKR,KKR & Co. Inc.,34.33,$19.2B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/kkr
KKR^A,KKR & Co. Inc.,27.35,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kkr^a
KKR^B,KKR & Co. Inc.,27.75,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kkr^b
KIO,KKR Income Opportunities Fund,13.47,$273.98M,2013,n/a,n/a,https://old.nasdaq.com/symbol/kio
KREF,KKR Real Estate Finance Trust Inc.,17.61,$977.2M,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/kref
KNX,"Knight Transportation, Inc.",45.29,$7.71B,2017,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/knx
KNL,"Knoll, Inc.",12.95,$656.67M,2004,Consumer Durables,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/knl
KNOP,KNOT Offshore Partners LP,13.08,$427.64M,2013,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/knop
KN,Knowles Corporation,14.9,$1.37B,2014,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/kn
KSS,Kohl&#39;s Corporation,19,$3B,1992,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/kss
PHG,Koninklijke Philips N.V.,51.35,$46.7B,n/a,Energy,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/phg
KTB,"Kontoor Brands, Inc.",21.69,$1.24B,2019,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/ktb
KOP,Koppers Holdings Inc.,25.22,$530.77M,2006,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/kop
KEP,Korea Electric Power Corporation,8.48,$10.89B,1994,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/kep
KF,"Korea Fund, Inc. (The)",29.2844,$148.5M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kf
KFY,Korn Ferry ,30.9,$1.74B,1999,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/kfy
KOS,Kosmos Energy Ltd.,1.6,$648.66M,2011,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/kos
KRA,Kraton Corporation,13.88,$442.26M,2009,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/kra
KR,Kroger Company (The),35.92,$27.94B,n/a,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/kr
KRO,Kronos Worldwide Inc,12.55,$1.45B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/kro
KT,KT Corporation,9.93,$4.87B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/kt
LB,"L Brands, Inc.",29.57,$8.22B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/lb
SCX,L.S. Starrett Company (The),3.32,$23.14M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/scx
LHX,"L3Harris Technologies, Inc.",178.96,$38.69B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lhx
LH,Laboratory Corporation of America Holdings,181.68,$17.7B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/lh
LADR,Ladder Capital Corp,7.45,$896.95M,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ladr
LAIX,LAIX Inc.,2.6707,$131.97M,2018,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/laix
LW,"Lamb Weston Holdings, Inc.",62.34,$9.06B,2016,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/lw
